Entity,Code,Year,"Crops - Cocoa, beans - 661 - Production - 5510 - tonnes"
Africa,,1961,835368
Africa,,1962,867170
Africa,,1963,922621
Africa,,1964,1190061
Africa,,1965,874245
Africa,,1966,969648
Africa,,1967,982906
Africa,,1968,855617
Africa,,1969,1004663
Africa,,1970,1120835
Africa,,1971,1178239
Africa,,1972,1036633
Africa,,1973,966647
Africa,,1974,1024998
Africa,,1975,1004331
Africa,,1976,876150
Africa,,1977,935141
Africa,,1978,909069
Africa,,1979,1014544
Africa,,1980,1025805
Africa,,1981,1063505
Africa,,1982,886804
Africa,,1983,890274
Africa,,1984,1073104
Africa,,1985,1091393
Africa,,1986,1172902
Africa,,1987,1202157
Africa,,1988,1527569
Africa,,1989,1526251
Africa,,1990,1521760
Africa,,1991,1437082
Africa,,1992,1557615
Africa,,1993,1507815
Africa,,1994,1573020
Africa,,1995,1909831
Africa,,1996,2145525
Africa,,1997,1940484
Africa,,1998,2171508
Africa,,1999,1993328
Africa,,2000,2350854
Africa,,2001,2114952
Africa,,2002,2140545
Africa,,2003,2444772
Africa,,2004,2795671
Africa,,2005,2720082
Africa,,2006,2926067
Africa,,2007,2559619
Africa,,2008,2836711
Africa,,2009,2709217
Africa,,2010,2783863
Africa,,2011,3099219
Africa,,2012,3131100
Africa,,2013,3017063
Africa,,2014,3229770
Africa,,2015,3359736
Africa,,2016,3246856
Africa,,2017,3736934
Africa,,2018,3732447
American Samoa,ASM,1961,5
American Samoa,ASM,1962,7
American Samoa,ASM,1963,10
American Samoa,ASM,1964,2
American Samoa,ASM,1965,5
American Samoa,ASM,1966,10
American Samoa,ASM,1967,20
American Samoa,ASM,1968,20
American Samoa,ASM,1969,24
American Samoa,ASM,1970,24
American Samoa,ASM,1971,22
American Samoa,ASM,1972,22
American Samoa,ASM,1973,20
American Samoa,ASM,1974,20
American Samoa,ASM,1975,18
American Samoa,ASM,1976,18
American Samoa,ASM,1977,16
American Samoa,ASM,1978,15
American Samoa,ASM,1979,15
American Samoa,ASM,1980,15
American Samoa,ASM,1981,5
American Samoa,ASM,1982,5
American Samoa,ASM,1983,2
American Samoa,ASM,1984,1
American Samoa,ASM,1985,1
American Samoa,ASM,1986,1
American Samoa,ASM,1987,1
American Samoa,ASM,1988,1
American Samoa,ASM,1989,5
American Samoa,ASM,1990,1
American Samoa,ASM,1991,1
American Samoa,ASM,1992,1
American Samoa,ASM,1993,1
American Samoa,ASM,1994,1
American Samoa,ASM,1995,1
American Samoa,ASM,1996,1
American Samoa,ASM,1997,1
American Samoa,ASM,1998,1
American Samoa,ASM,1999,1
American Samoa,ASM,2000,1
American Samoa,ASM,2001,1
American Samoa,ASM,2002,1
American Samoa,ASM,2003,1
American Samoa,ASM,2004,1
American Samoa,ASM,2005,1
American Samoa,ASM,2006,1
American Samoa,ASM,2007,1
American Samoa,ASM,2008,1
American Samoa,ASM,2009,1
American Samoa,ASM,2010,1
American Samoa,ASM,2011,1
American Samoa,ASM,2012,1
American Samoa,ASM,2013,1
American Samoa,ASM,2014,1
American Samoa,ASM,2015,1
American Samoa,ASM,2016,1
American Samoa,ASM,2017,1
American Samoa,ASM,2018,1
Americas,,1961,328486
Americas,,1962,318316
Americas,,1963,328226
Americas,,1964,321409
Americas,,1965,322824
Americas,,1966,342394
Americas,,1967,372404
Americas,,1968,353353
Americas,,1969,372910
Americas,,1970,381416
Americas,,1971,415586
Americas,,1972,429816
Americas,,1973,396443
Americas,,1974,475892
Americas,,1975,496591
Americas,,1976,432360
Americas,,1977,458408
Americas,,1978,521229
Americas,,1979,571446
Americas,,1980,552693
Americas,,1981,560954
Americas,,1982,607052
Americas,,1983,580952
Americas,,1984,570372
Americas,,1985,735514
Americas,,1986,728876
Americas,,1987,580735
Americas,,1988,667119
Americas,,1989,688701
Americas,,1990,555441
Americas,,1991,620001
Americas,,1992,628432
Americas,,1993,647083
Americas,,1994,624247
Americas,,1995,614401
Americas,,1996,562919
Americas,,1997,576919
Americas,,1998,532341
Americas,,1999,474322
Americas,,2000,427155
Americas,,2001,452884
Americas,,2002,427172
Americas,,2003,462155
Americas,,2004,486392
Americas,,2005,474972
Americas,,2006,497446
Americas,,2007,491148
Americas,,2008,521505
Americas,,2009,588878
Americas,,2010,617761
Americas,,2011,721520
Americas,,2012,672387
Americas,,2013,675943
Americas,,2014,722057
Americas,,2015,776086
Americas,,2016,731362
Americas,,2017,800262
Americas,,2018,844683
Angola,AGO,1961,400
Angola,AGO,1962,400
Angola,AGO,1963,300
Angola,AGO,1964,300
Angola,AGO,1965,400
Angola,AGO,1966,300
Angola,AGO,1967,400
Angola,AGO,1968,500
Angola,AGO,1969,300
Angola,AGO,1970,445
Angola,AGO,1971,516
Angola,AGO,1972,600
Angola,AGO,1973,700
Angola,AGO,1974,500
Angola,AGO,1975,500
Angola,AGO,1976,300
Angola,AGO,1977,300
Angola,AGO,1978,200
Angola,AGO,1979,200
Angola,AGO,1980,200
Angola,AGO,1981,200
Angola,AGO,1982,200
Angola,AGO,1983,200
Angola,AGO,1984,100
Angola,AGO,1985,100
Angola,AGO,1986,100
Angola,AGO,1987,100
Angola,AGO,1988,100
Angola,AGO,1989,100
Angola,AGO,1990,92
Angola,AGO,1991,197
Angola,AGO,1992,200
Angola,AGO,1993,200
Angola,AGO,1994,200
Angola,AGO,1995,200
Angola,AGO,1996,200
Angola,AGO,1997,167
Angola,AGO,1998,145
Angola,AGO,1999,100
Angola,AGO,2000,200
Angola,AGO,2001,199
Angola,AGO,2002,190
Angola,AGO,2003,200
Angola,AGO,2004,222
Angola,AGO,2005,242
Angola,AGO,2006,266
Angola,AGO,2007,297
Angola,AGO,2008,316
Angola,AGO,2009,336
Angola,AGO,2010,354
Angola,AGO,2011,372
Angola,AGO,2012,400
Angola,AGO,2013,410
Angola,AGO,2014,419
Angola,AGO,2015,436
Angola,AGO,2016,455
Angola,AGO,2017,472
Angola,AGO,2018,454
Asia,,1961,8229
Asia,,1962,8117
Asia,,1963,8044
Asia,,1964,8695
Asia,,1965,8541
Asia,,1966,9392
Asia,,1967,9703
Asia,,1968,9874
Asia,,1969,10733
Asia,,1970,11558
Asia,,1971,12329
Asia,,1972,12321
Asia,,1973,13466
Asia,,1974,19791
Asia,,1975,22134
Asia,,1976,23699
Asia,,1977,27293
Asia,,1978,32977
Asia,,1979,43794
Asia,,1980,58517
Asia,,1981,75350
Asia,,1982,92928
Asia,,1983,101933
Asia,,1984,130156
Asia,,1985,147686
Asia,,1986,179791
Asia,,1987,235972
Asia,,1988,328452
Asia,,1989,373198
Asia,,1990,409804
Asia,,1991,425545
Asia,,1992,446846
Asia,,1993,475598
Asia,,1994,437622
Asia,,1995,427656
Asia,,1996,489180
Asia,,1997,453425
Asia,,1998,563571
Asia,,1999,468228
Asia,,2000,509219
Asia,,2001,612544
Asia,,2002,683484
Asia,,2003,749112
Asia,,2004,743255
Asia,,2005,794787
Asia,,2006,819693
Asia,,2007,793103
Asia,,2008,849933
Asia,,2009,847357
Asia,,2010,880834
Asia,,2011,738361
Asia,,2012,764119
Asia,,2013,743422
Asia,,2014,753615
Asia,,2015,619042
Asia,,2016,683854
Asia,,2017,688603
Asia,,2018,623076
Belize,BLZ,1961,17
Belize,BLZ,1962,2
Belize,BLZ,1963,58
Belize,BLZ,1964,50
Belize,BLZ,1965,55
Belize,BLZ,1966,20
Belize,BLZ,1967,25
Belize,BLZ,1968,35
Belize,BLZ,1969,12
Belize,BLZ,1970,17
Belize,BLZ,1971,20
Belize,BLZ,1972,25
Belize,BLZ,1973,37
Belize,BLZ,1974,40
Belize,BLZ,1975,42
Belize,BLZ,1976,42
Belize,BLZ,1977,45
Belize,BLZ,1978,45
Belize,BLZ,1979,45
Belize,BLZ,1980,44
Belize,BLZ,1981,44
Belize,BLZ,1982,42
Belize,BLZ,1983,41
Belize,BLZ,1984,55
Belize,BLZ,1985,64
Belize,BLZ,1986,80
Belize,BLZ,1987,66
Belize,BLZ,1988,57
Belize,BLZ,1989,83
Belize,BLZ,1990,167
Belize,BLZ,1991,91
Belize,BLZ,1992,143
Belize,BLZ,1993,72
Belize,BLZ,1994,24
Belize,BLZ,1995,34
Belize,BLZ,1996,55
Belize,BLZ,1997,84
Belize,BLZ,1998,90
Belize,BLZ,1999,23
Belize,BLZ,2000,30
Belize,BLZ,2001,30
Belize,BLZ,2002,25
Belize,BLZ,2003,41
Belize,BLZ,2004,40
Belize,BLZ,2005,22
Belize,BLZ,2006,43
Belize,BLZ,2007,25
Belize,BLZ,2008,50
Belize,BLZ,2009,39
Belize,BLZ,2010,26
Belize,BLZ,2011,26
Belize,BLZ,2012,68
Belize,BLZ,2013,66
Belize,BLZ,2014,75
Belize,BLZ,2015,72
Belize,BLZ,2016,85
Belize,BLZ,2017,244
Belize,BLZ,2018,110
Benin,BEN,1983,30
Benin,BEN,1984,20
Benin,BEN,1985,80
Benin,BEN,1986,20
Benin,BEN,1987,70
Benin,BEN,1990,15
Benin,BEN,1991,10
Benin,BEN,1998,200
Benin,BEN,1999,100
Benin,BEN,2000,100
Benin,BEN,2001,100
Benin,BEN,2002,100
Benin,BEN,2003,100
Benin,BEN,2004,100
Benin,BEN,2005,100
Benin,BEN,2006,100
Benin,BEN,2007,100
Benin,BEN,2008,100
Benin,BEN,2009,100
Benin,BEN,2010,100
Bolivia,BOL,1961,1100
Bolivia,BOL,1962,1100
Bolivia,BOL,1963,1100
Bolivia,BOL,1964,1100
Bolivia,BOL,1965,1100
Bolivia,BOL,1966,1000
Bolivia,BOL,1967,1200
Bolivia,BOL,1968,1300
Bolivia,BOL,1969,1300
Bolivia,BOL,1970,1300
Bolivia,BOL,1971,1750
Bolivia,BOL,1972,2485
Bolivia,BOL,1973,1370
Bolivia,BOL,1974,2354
Bolivia,BOL,1975,2735
Bolivia,BOL,1976,2995
Bolivia,BOL,1977,3110
Bolivia,BOL,1978,2165
Bolivia,BOL,1979,2020
Bolivia,BOL,1980,2260
Bolivia,BOL,1981,2235
Bolivia,BOL,1982,2342
Bolivia,BOL,1983,2250
Bolivia,BOL,1984,2747
Bolivia,BOL,1985,3020
Bolivia,BOL,1986,3520
Bolivia,BOL,1987,3640
Bolivia,BOL,1988,3490
Bolivia,BOL,1989,3580
Bolivia,BOL,1990,3591
Bolivia,BOL,1991,3616
Bolivia,BOL,1992,3545
Bolivia,BOL,1993,3710
Bolivia,BOL,1994,3765
Bolivia,BOL,1995,3850
Bolivia,BOL,1996,3860
Bolivia,BOL,1997,4000
Bolivia,BOL,1998,4000
Bolivia,BOL,1999,4200
Bolivia,BOL,2000,4300
Bolivia,BOL,2001,4320
Bolivia,BOL,2002,4325
Bolivia,BOL,2003,4201
Bolivia,BOL,2004,4268
Bolivia,BOL,2005,4358
Bolivia,BOL,2006,4474
Bolivia,BOL,2007,4699
Bolivia,BOL,2008,4745
Bolivia,BOL,2009,4510
Bolivia,BOL,2010,4450
Bolivia,BOL,2011,4580
Bolivia,BOL,2012,4763
Bolivia,BOL,2013,7325
Bolivia,BOL,2014,5971
Bolivia,BOL,2015,6065
Bolivia,BOL,2016,6143
Bolivia,BOL,2017,5518
Bolivia,BOL,2018,5846
Brazil,BRA,1961,155901
Brazil,BRA,1962,140363
Brazil,BRA,1963,143495
Brazil,BRA,1964,153685
Brazil,BRA,1965,160823
Brazil,BRA,1966,172900
Brazil,BRA,1967,194692
Brazil,BRA,1968,149338
Brazil,BRA,1969,211162
Brazil,BRA,1970,197061
Brazil,BRA,1971,218701
Brazil,BRA,1972,221469
Brazil,BRA,1973,195916
Brazil,BRA,1974,242400
Brazil,BRA,1975,281887
Brazil,BRA,1976,231796
Brazil,BRA,1977,249755
Brazil,BRA,1978,284490
Brazil,BRA,1979,336326
Brazil,BRA,1980,319141
Brazil,BRA,1981,335625
Brazil,BRA,1982,351149
Brazil,BRA,1983,380256
Brazil,BRA,1984,329903
Brazil,BRA,1985,430789
Brazil,BRA,1986,459477
Brazil,BRA,1987,328740
Brazil,BRA,1988,374491
Brazil,BRA,1989,392184
Brazil,BRA,1990,256246
Brazil,BRA,1991,320967
Brazil,BRA,1992,328518
Brazil,BRA,1993,340885
Brazil,BRA,1994,330577
Brazil,BRA,1995,296705
Brazil,BRA,1996,256777
Brazil,BRA,1997,277966
Brazil,BRA,1998,280801
Brazil,BRA,1999,205003
Brazil,BRA,2000,196788
Brazil,BRA,2001,185662
Brazil,BRA,2002,174796
Brazil,BRA,2003,170004
Brazil,BRA,2004,196005
Brazil,BRA,2005,208620
Brazil,BRA,2006,212270
Brazil,BRA,2007,201651
Brazil,BRA,2008,202030
Brazil,BRA,2009,218487
Brazil,BRA,2010,235389
Brazil,BRA,2011,248524
Brazil,BRA,2012,253211
Brazil,BRA,2013,256186
Brazil,BRA,2014,273793
Brazil,BRA,2015,278299
Brazil,BRA,2016,213871
Brazil,BRA,2017,235809
Brazil,BRA,2018,239387
Cameroon,CMR,1961,75100
Cameroon,CMR,1962,76000
Cameroon,CMR,1963,85000
Cameroon,CMR,1964,91200
Cameroon,CMR,1965,78800
Cameroon,CMR,1966,86500
Cameroon,CMR,1967,93000
Cameroon,CMR,1968,102000
Cameroon,CMR,1969,108186
Cameroon,CMR,1970,133770
Cameroon,CMR,1971,138775
Cameroon,CMR,1972,126780
Cameroon,CMR,1973,132245
Cameroon,CMR,1974,120014
Cameroon,CMR,1975,96000
Cameroon,CMR,1976,82500
Cameroon,CMR,1977,107000
Cameroon,CMR,1978,110865
Cameroon,CMR,1979,123179
Cameroon,CMR,1980,117053
Cameroon,CMR,1981,118344
Cameroon,CMR,1982,105153
Cameroon,CMR,1983,108900
Cameroon,CMR,1984,120894
Cameroon,CMR,1985,118320
Cameroon,CMR,1986,123090
Cameroon,CMR,1987,132800
Cameroon,CMR,1988,129400
Cameroon,CMR,1989,125700
Cameroon,CMR,1990,115000
Cameroon,CMR,1991,105000
Cameroon,CMR,1992,97835
Cameroon,CMR,1993,99000
Cameroon,CMR,1994,107000
Cameroon,CMR,1995,134000
Cameroon,CMR,1996,125726
Cameroon,CMR,1997,126807
Cameroon,CMR,1998,125000
Cameroon,CMR,1999,116000
Cameroon,CMR,2000,122600
Cameroon,CMR,2001,122100
Cameroon,CMR,2002,125000
Cameroon,CMR,2003,154965
Cameroon,CMR,2004,166754
Cameroon,CMR,2005,140000
Cameroon,CMR,2006,164553
Cameroon,CMR,2007,212619
Cameroon,CMR,2008,229203
Cameroon,CMR,2009,235500
Cameroon,CMR,2010,264077
Cameroon,CMR,2011,240000
Cameroon,CMR,2012,268941
Cameroon,CMR,2013,275000
Cameroon,CMR,2014,271297
Cameroon,CMR,2015,274939
Cameroon,CMR,2016,293169
Cameroon,CMR,2017,300511
Cameroon,CMR,2018,307867
Caribbean,,1961,52990
Caribbean,,1962,51075
Caribbean,,1963,56538
Caribbean,,1964,56171
Caribbean,,1965,40513
Caribbean,,1966,42813
Caribbean,,1967,40272
Caribbean,,1968,43768
Caribbean,,1969,38634
Caribbean,,1970,53856
Caribbean,,1971,45828
Caribbean,,1972,51483
Caribbean,,1973,49259
Caribbean,,1974,51864
Caribbean,,1975,45172
Caribbean,,1976,45673
Caribbean,,1977,46767
Caribbean,,1978,51148
Caribbean,,1979,48815
Caribbean,,1980,39137
Caribbean,,1981,44486
Caribbean,,1982,48733
Caribbean,,1983,56146
Caribbean,,1984,56556
Caribbean,,1985,47780
Caribbean,,1986,50215
Caribbean,,1987,57344
Caribbean,,1988,51772
Caribbean,,1989,60973
Caribbean,,1990,57205
Caribbean,,1991,59494
Caribbean,,1992,61725
Caribbean,,1993,67032
Caribbean,,1994,75603
Caribbean,,1995,74252
Caribbean,,1996,74766
Caribbean,,1997,63525
Caribbean,,1998,70456
Caribbean,,1999,35969
Caribbean,,2000,48789
Caribbean,,2001,53970
Caribbean,,2002,55666
Caribbean,,2003,56337
Caribbean,,2004,57611
Caribbean,,2005,40215
Caribbean,,2006,56792
Caribbean,,2007,55470
Caribbean,,2008,56906
Caribbean,,2009,67545
Caribbean,,2010,73078
Caribbean,,2011,68339
Caribbean,,2012,88942
Caribbean,,2013,84895
Caribbean,,2014,89671
Caribbean,,2015,92232
Caribbean,,2016,98968
Caribbean,,2017,102518
Caribbean,,2018,101354
Central African Republic,CAF,1961,7
Central African Republic,CAF,1962,11
Central African Republic,CAF,1963,10
Central African Republic,CAF,1964,12
Central African Republic,CAF,1965,20
Central African Republic,CAF,1966,19
Central African Republic,CAF,1967,27
Central African Republic,CAF,1968,19
Central African Republic,CAF,1969,25
Central African Republic,CAF,1970,35
Central African Republic,CAF,1971,30
Central African Republic,CAF,1972,45
Central African Republic,CAF,1973,40
Central African Republic,CAF,1974,60
Central African Republic,CAF,1975,80
Central African Republic,CAF,1976,40
Central African Republic,CAF,1977,60
Central African Republic,CAF,1978,80
Central African Republic,CAF,1979,15
Central African Republic,CAF,1980,20
Central African Republic,CAF,1981,30
Central African Republic,CAF,1982,40
Central African Republic,CAF,1983,40
Central African Republic,CAF,1984,42
Central African Republic,CAF,1985,42
Central African Republic,CAF,1986,44
Central African Republic,CAF,1987,44
Central African Republic,CAF,1988,45
Central African Republic,CAF,1989,46
Central African Republic,CAF,1990,48
Central African Republic,CAF,1991,49
Central African Republic,CAF,1992,50
Central African Republic,CAF,1993,55
Central African Republic,CAF,1994,56
Central African Republic,CAF,1995,57
Central African Republic,CAF,1996,48
Central African Republic,CAF,1997,62
Central African Republic,CAF,1998,66
Central African Republic,CAF,1999,73
Central African Republic,CAF,2000,78
Central African Republic,CAF,2001,82
Central African Republic,CAF,2002,70
Central African Republic,CAF,2003,72
Central African Republic,CAF,2004,75
Central African Republic,CAF,2005,80
Central African Republic,CAF,2006,100
Central African Republic,CAF,2007,250
Central African Republic,CAF,2008,200
Central African Republic,CAF,2009,100
Central African Republic,CAF,2010,121
Central African Republic,CAF,2011,124
Central African Republic,CAF,2012,120
Central African Republic,CAF,2013,115
Central African Republic,CAF,2014,120
Central African Republic,CAF,2015,133
Central African Republic,CAF,2016,128
Central African Republic,CAF,2017,128
Central African Republic,CAF,2018,129
Central America,,1961,40318
Central America,,1962,44724
Central America,,1963,43322
Central America,,1964,32853
Central America,,1965,31106
Central America,,1966,34872
Central America,,1967,34861
Central America,,1968,37989
Central America,,1969,34474
Central America,,1970,35488
Central America,,1971,35801
Central America,,1972,45561
Central America,,1973,41951
Central America,,1974,43168
Central America,,1975,42819
Central America,,1976,39708
Central America,,1977,39168
Central America,,1978,59605
Central America,,1979,52603
Central America,,1980,45762
Central America,,1981,39581
Central America,,1982,49115
Central America,,1983,40120
Central America,,1984,46301
Central America,,1985,61606
Central America,,1986,55872
Central America,,1987,53039
Central America,,1988,67822
Central America,,1989,61798
Central America,,1990,54924
Central America,,1991,54960
Central America,,1992,53408
Central America,,1993,63915
Central America,,1994,52105
Central America,,1995,57471
Central America,,1996,47680
Central America,,1997,51934
Central America,,1998,51022
Central America,,1999,47826
Central America,,2000,34113
Central America,,2001,57077
Central America,,2002,57464
Central America,,2003,61784
Central America,,2004,56359
Central America,,2005,48526
Central America,,2006,51957
Central America,,2007,52906
Central America,,2008,63974
Central America,,2009,74921
Central America,,2010,65250
Central America,,2011,58943
Central America,,2012,55558
Central America,,2013,50981
Central America,,2014,43695
Central America,,2015,47251
Central America,,2016,46346
Central America,,2017,48370
Central America,,2018,49850
Colombia,COL,1961,14300
Colombia,COL,1962,15000
Colombia,COL,1963,15700
Colombia,COL,1964,16400
Colombia,COL,1965,17100
Colombia,COL,1966,17800
Colombia,COL,1967,17000
Colombia,COL,1968,18000
Colombia,COL,1969,18500
Colombia,COL,1970,19000
Colombia,COL,1971,21000
Colombia,COL,1972,22000
Colombia,COL,1973,23000
Colombia,COL,1974,24500
Colombia,COL,1975,26000
Colombia,COL,1976,29200
Colombia,COL,1977,27000
Colombia,COL,1978,31000
Colombia,COL,1979,32300
Colombia,COL,1980,35700
Colombia,COL,1981,38300
Colombia,COL,1982,39400
Colombia,COL,1983,37000
Colombia,COL,1984,40700
Colombia,COL,1985,42500
Colombia,COL,1986,46700
Colombia,COL,1987,53680
Colombia,COL,1988,54080
Colombia,COL,1989,55430
Colombia,COL,1990,56153
Colombia,COL,1991,58141
Colombia,COL,1992,54857
Colombia,COL,1993,57472
Colombia,COL,1994,50624
Colombia,COL,1995,56652
Colombia,COL,1996,49635
Colombia,COL,1997,50317
Colombia,COL,1998,50685
Colombia,COL,1999,51485
Colombia,COL,2000,36731
Colombia,COL,2001,36070
Colombia,COL,2002,34002
Colombia,COL,2003,41704
Colombia,COL,2004,38753
Colombia,COL,2005,37099
Colombia,COL,2006,35258
Colombia,COL,2007,39904
Colombia,COL,2008,44740
Colombia,COL,2009,44740
Colombia,COL,2010,39534
Colombia,COL,2011,37202
Colombia,COL,2012,41670
Colombia,COL,2013,46739
Colombia,COL,2014,47732
Colombia,COL,2015,54798
Colombia,COL,2016,56785
Colombia,COL,2017,56297
Colombia,COL,2018,52743
Comoros,COM,1961,41
Comoros,COM,1962,34
Comoros,COM,1963,46
Comoros,COM,1964,52
Comoros,COM,1965,33
Comoros,COM,1966,69
Comoros,COM,1967,56
Comoros,COM,1968,42
Comoros,COM,1969,51
Comoros,COM,1970,48
Comoros,COM,1971,16
Comoros,COM,1972,50
Comoros,COM,1973,19
Comoros,COM,1974,38
Comoros,COM,1975,21
Comoros,COM,1976,15
Comoros,COM,1977,20
Comoros,COM,1978,15
Comoros,COM,1979,18
Comoros,COM,1980,15
Comoros,COM,1981,20
Comoros,COM,1982,20
Comoros,COM,1983,20
Comoros,COM,1984,20
Comoros,COM,1985,20
Comoros,COM,1986,21
Comoros,COM,1987,21
Comoros,COM,1988,22
Comoros,COM,1989,22
Comoros,COM,1990,22
Comoros,COM,1991,22
Comoros,COM,1992,22
Comoros,COM,1993,23
Comoros,COM,1994,23
Comoros,COM,1995,23
Comoros,COM,1996,24
Comoros,COM,1997,24
Comoros,COM,1998,24
Comoros,COM,1999,25
Comoros,COM,2000,26
Comoros,COM,2001,26
Comoros,COM,2002,27
Comoros,COM,2003,27
Comoros,COM,2004,27
Comoros,COM,2005,28
Comoros,COM,2006,28
Comoros,COM,2007,30
Comoros,COM,2008,32
Comoros,COM,2009,34
Comoros,COM,2010,36
Comoros,COM,2011,37
Comoros,COM,2012,39
Comoros,COM,2013,40
Comoros,COM,2014,41
Comoros,COM,2015,44
Comoros,COM,2016,46
Comoros,COM,2017,48
Comoros,COM,2018,46
Congo,COG,1961,900
Congo,COG,1962,630
Congo,COG,1963,800
Congo,COG,1964,1100
Congo,COG,1965,800
Congo,COG,1966,877
Congo,COG,1967,1144
Congo,COG,1968,1288
Congo,COG,1969,1195
Congo,COG,1970,1344
Congo,COG,1971,2026
Congo,COG,1972,2146
Congo,COG,1973,2114
Congo,COG,1974,2422
Congo,COG,1975,2912
Congo,COG,1976,2332
Congo,COG,1977,3021
Congo,COG,1978,2275
Congo,COG,1979,2772
Congo,COG,1980,2334
Congo,COG,1981,2214
Congo,COG,1982,2492
Congo,COG,1983,1588
Congo,COG,1984,1864
Congo,COG,1985,1845
Congo,COG,1986,1842
Congo,COG,1987,1751
Congo,COG,1988,1611
Congo,COG,1989,1994
Congo,COG,1990,2115
Congo,COG,1991,2188
Congo,COG,1992,2263
Congo,COG,1993,2341
Congo,COG,1994,2423
Congo,COG,1995,2507
Congo,COG,1996,1858
Congo,COG,1997,1875
Congo,COG,1998,1900
Congo,COG,1999,1331
Congo,COG,2000,1304
Congo,COG,2001,1278
Congo,COG,2002,1253
Congo,COG,2003,1000
Congo,COG,2004,1000
Congo,COG,2005,800
Congo,COG,2006,800
Congo,COG,2007,700
Congo,COG,2008,927
Congo,COG,2009,800
Congo,COG,2010,1200
Congo,COG,2011,1500
Congo,COG,2012,2800
Congo,COG,2013,5000
Congo,COG,2014,5000
Congo,COG,2015,3000
Congo,COG,2016,3500
Congo,COG,2017,4000
Congo,COG,2018,3800
Costa Rica,CRI,1961,10600
Costa Rica,CRI,1962,12600
Costa Rica,CRI,1963,10700
Costa Rica,CRI,1964,10200
Costa Rica,CRI,1965,7600
Costa Rica,CRI,1966,9300
Costa Rica,CRI,1967,7200
Costa Rica,CRI,1968,9100
Costa Rica,CRI,1969,4800
Costa Rica,CRI,1970,4200
Costa Rica,CRI,1971,7300
Costa Rica,CRI,1972,5000
Costa Rica,CRI,1973,6600
Costa Rica,CRI,1974,5919
Costa Rica,CRI,1975,6609
Costa Rica,CRI,1976,5855
Costa Rica,CRI,1977,7694
Costa Rica,CRI,1978,10381
Costa Rica,CRI,1979,10365
Costa Rica,CRI,1980,5266
Costa Rica,CRI,1981,5049
Costa Rica,CRI,1982,3545
Costa Rica,CRI,1983,2161
Costa Rica,CRI,1984,4139
Costa Rica,CRI,1985,4451
Costa Rica,CRI,1986,3857
Costa Rica,CRI,1987,3592
Costa Rica,CRI,1988,3976
Costa Rica,CRI,1989,4270
Costa Rica,CRI,1990,3500
Costa Rica,CRI,1991,3400
Costa Rica,CRI,1992,3000
Costa Rica,CRI,1993,2800
Costa Rica,CRI,1994,2000
Costa Rica,CRI,1995,2000
Costa Rica,CRI,1996,2000
Costa Rica,CRI,1997,800
Costa Rica,CRI,1998,849
Costa Rica,CRI,1999,888
Costa Rica,CRI,2000,708
Costa Rica,CRI,2001,708
Costa Rica,CRI,2002,708
Costa Rica,CRI,2003,708
Costa Rica,CRI,2004,708
Costa Rica,CRI,2005,343
Costa Rica,CRI,2006,450
Costa Rica,CRI,2007,555
Costa Rica,CRI,2008,593
Costa Rica,CRI,2009,650
Costa Rica,CRI,2010,665
Costa Rica,CRI,2011,690
Costa Rica,CRI,2012,700
Costa Rica,CRI,2013,700
Costa Rica,CRI,2014,700
Costa Rica,CRI,2015,600
Costa Rica,CRI,2016,650
Costa Rica,CRI,2017,545
Costa Rica,CRI,2018,550
Cote d'Ivoire,CIV,1961,85000
Cote d'Ivoire,CIV,1962,110000
Cote d'Ivoire,CIV,1963,115000
Cote d'Ivoire,CIV,1964,139069
Cote d'Ivoire,CIV,1965,121772
Cote d'Ivoire,CIV,1966,149662
Cote d'Ivoire,CIV,1967,146640
Cote d'Ivoire,CIV,1968,144476
Cote d'Ivoire,CIV,1969,180706
Cote d'Ivoire,CIV,1970,179156
Cote d'Ivoire,CIV,1971,225814
Cote d'Ivoire,CIV,1972,185445
Cote d'Ivoire,CIV,1973,208522
Cote d'Ivoire,CIV,1974,241511
Cote d'Ivoire,CIV,1975,231136
Cote d'Ivoire,CIV,1976,232330
Cote d'Ivoire,CIV,1977,303621
Cote d'Ivoire,CIV,1978,318381
Cote d'Ivoire,CIV,1979,397759
Cote d'Ivoire,CIV,1980,417222
Cote d'Ivoire,CIV,1981,464751
Cote d'Ivoire,CIV,1982,360445
Cote d'Ivoire,CIV,1983,411081
Cote d'Ivoire,CIV,1984,565042
Cote d'Ivoire,CIV,1985,555115
Cote d'Ivoire,CIV,1986,610680
Cote d'Ivoire,CIV,1987,664031
Cote d'Ivoire,CIV,1988,832177
Cote d'Ivoire,CIV,1989,780521
Cote d'Ivoire,CIV,1990,807501
Cote d'Ivoire,CIV,1991,764708
Cote d'Ivoire,CIV,1992,813009
Cote d'Ivoire,CIV,1993,803799
Cote d'Ivoire,CIV,1994,808662
Cote d'Ivoire,CIV,1995,1120000
Cote d'Ivoire,CIV,1996,1235300
Cote d'Ivoire,CIV,1997,1119110
Cote d'Ivoire,CIV,1998,1201119
Cote d'Ivoire,CIV,1999,1163025
Cote d'Ivoire,CIV,2000,1401101
Cote d'Ivoire,CIV,2001,1212428
Cote d'Ivoire,CIV,2002,1264708
Cote d'Ivoire,CIV,2003,1351546
Cote d'Ivoire,CIV,2004,1407213
Cote d'Ivoire,CIV,2005,1286330
Cote d'Ivoire,CIV,2006,1408854
